job_skills,job_title,company,job_location
"Program Management, Strategic Planning, Project Management, Content Expertise, Leadership, Communication, Collaboration, Writing, Research, Analysis, Public Speaking, Attention to Detail, Critical Thinking, Teamwork, Microsoft Office, Graphic Design, Database Management, Clinical Research, Bioethics, Laws and Regulations, Global Health, Project Coordination, Event Planning, Execution, Public Speaking, Presentations, Fact Sheets, Talking Points, Proposals",Other,brigham woman hospital,boston
"Communication, Order Taking, Order Processing, Order Assembly, Order Delivery, Physical Endurance, Lifting, Stooping, Walking, Bending, Reaching",go specialist en,red lobster,yakima wa
"HCPC, NHS experience, Clinical experience, Patient Care, Healthcare Recruitment",locum general radiographer,world recruitment group,birmingham england united kingdom
"Project Management, Project Engineering, Civil Construction, Mass Earthwork, Grading, Demolition, Construction Estimating, Project Scheduling, Budgeting, Resource Management, Quality Assurance, Client Coordination, Subcontractor Coordination, Stakeholder Management, Risk Management, Mitigation Strategies, Project Reporting, Safety Management, Compliance, Relationship Building, Health Insurance, Vision Insurance, Dental Insurance, Life Insurance, Paid Time Off",electrical project manager,triax engineering llc,lakewood ca
"Sales, Customer service, Multitasking, Fashion, Physical strength, Retail, Visual merchandising, Stockroom organization, Communication, Teamwork, Flexibility, Problemsolving, Ability to work in a fastpaced environment, Ability to stand and walk for long periods of time, Ability to reach for merchandise using ladders, Ability to pack and unpack shipments, Ability to move store fixtures and packages weighing up to 50 pounds",sale associate,torrid,peterborough ontario canada
"Dentistry, Orthodontics, Endodontics, Implants, AHPRA registration, CPD, Courses, Training, ADC examination, CV, Public artworks, Rainforests, Great Barrier Reef, Harbour Beach, Bluewater Lagoon, Eungella National Park",Other,zest dental recruitment,mackay queensland australia
"Selling and Service, Sales strategies, Clienteling, Productivity Management, Fashion awareness, Sales goals, Communication skills, Leadership skills, Coaching skills, Problemsolving skills, Teamwork skills, Adaptability, Flexibility, Proactivity, Feedback reception, Professionalism, Performance evaluation, Retail operations, Business acumen, Retail systems and reporting tools, POS and Operations procedures, MS Office (Word Excel PowerPoint Outlook), Retail systems (labor management inventory sales reporting), Customer communication, Mobility, Manual labor, Flexible schedule",Other,coach,frisco tx
"Customer service, Communication, Sales experience, Driver's license, Physical activity, Learning, Instruction comprehension, Task prioritization, Adaptability, Customer service",customer service consultant,caliber collision,alexandria va
"Antenna products, Manufacturing, Test procedures, Test specifications, Troubleshooting, Repair, RF fundamentals, Tuning, Electronic testing, Electronic soldering, Assembly, Digital multimeters, Signal generators, Vector network analyzers, Spectrum analyzers, Noise meters, Fine soldering, Hand tools, Visual acuity, Attention to detail",Other,Other,aurora ontario canada
"Customer service, Retail operations, Staff training, Cash register management, Inventory management, Housekeeping, Theft prevention, Supervision, Leadership, Time management, Problem solving, High school diploma, Microsoft Office, Retail experience, Supervisory experience, Fastpaced environment, Multitasking, Team player, Communication skills",Other,hudson group,garland tx
"Sales, Account management, Business development, Customer service, Marketing, Management, Technical Aptitude, Automotive coatings, General industrial coatings, Commercial fleet coatings, Powder coatings, MilSpec coatings, Wood finishes, Territory management, Strong Technical Aptitude, QMS Work Instructions, RIGHTTOKNOW Training (U.S.), College degree, 5 years of territory management, Overnight travel (25%), Lifting 2550 lbs. frequently and 75100 lbs. occasionally, Must be able to physically demonstrate paint and associated products, Must be licensed to operate vehicle, Must have acceptable driving record, Must be able to pass a preemployment drug screen",Other,Other,warner robin ga
"Safety, Occupational Safety and Health, Environmental, Regulations, Leadership, Training, Written Programs, Audits, Behavior Based Safety, Inspections, SOPs, Incident Investigations, Root Cause Analysis, Certification, Reporting, Program Development, Management, Implementation",Other,Other,smithfield ut
"Mobile Application Development, RESTful APIs Development, CI/CD Development, Instrumentation, Debugging, Android, iOS, AWS, GCP, Python, Relational Database, Flat File Database, Junit, Selenium, Cucumber JS, Jest, Mocha, MVVM Architecture, Dependency Injection, Annotations, Offline Storage, Threading, Performance Tuning, Optimization, Localization, Internationalization, Security Protocols, Microservices, API Development, Node.js, REST, JSON, Docker, NoSQL Database, Tomcat, Agile, SCRUM, Angular, Ionic, Native App Development, Git, Gitlab, Retail Industry, Ecommerce Applications",Other,compunnel inc,irving tx
"Nursing, APRN, RCT, Consult, Medical necessity, Healthcare teaching, Patient education, Electronic health records, VA policy, VA formulary, State regulations, Professional standards of care, Evidencebased practice, Leadership, Communication, Teamwork, Problemsolving, Critical thinking, Flexibility, Cultural competence, U.S. Citizenship, English proficiency, Nursing degree, Master's or Doctoral Degree in Nursing, Current full active and unrestricted registration as a graduate professional nurse, Nurse Practitioner certification, Specialty Medicine Experience",nurse practitioner executive health service ehs referral coordination team rct,u department veteran affair,glendive mt
"Customer service, Teller transactions, Digital solutions, Banking procedures, Banking products, Military recruiting, Proactive sourcing, Relationship building, Multisystem transactions, Fraud prevention, Risk assessment, Weekend and holiday work, Spanish/English bilingualism, Cash handling, Policy adherence, Independent work, Prioritization, Leadership, Communication, Problemsolving",Other,well fargo,coral gable fl
"Marketing Strategy, Marketing Management, Teaching, Research, Curricular Development, Guest Speakers, Internships, Job Placements, Recruitment, Advising, Retention, Cocurricular Activities, UX, Behavioral Research, Pharmaceutical Industry, Medical Device Industry, AACSB Research Standards, Innovative Teaching, Diversity and Inclusion, Interpersonal Skills, Communication Skills, Management Skills, Cover Letter, Curriculum Vitae, Teaching Experience, Scholarly Activity, Industry Experience, Student Mentoring, Service Activities, Evidence of Teaching Effectiveness, Course Evaluations, Job Market Paper, Research Samples, Diversity and Inclusion Statement",Other,quinnipiac university,hamden ct
"Spanish language, Linguistics, Teaching, Communication skills, Second Language Acquisition & Pedagogy, Inclusive Pedagogical Practices, Microsoft Office Suite, Canvas LMS, Adobe Acrobat, Google Classroom, Zoom, ACTFL World Readiness Standards",Other,Other,santa clara ca
"Patient care, Nursing, BLS certification, Registered nurse license, Associate's degree in nursing, Bachelor's degree in nursing, Physical strength, Cope with stress, Office machines operation, Bending, Kneeling, Crouching, Twisting, Reaching, Standing, Walking, Lifting, Repetitive motions, Finger dexterity, Talking, Visual acuity, Basic life support, PPE (personal protective equipment), Communication, Teamwork, Problemsolving, Critical thinking, Time management, Conflict resolution",Other,vhc health,arlington va
"Accounting, Finance, Taxation, VAT/GST, Sales and use tax, Excise tax, Indirect tax, Audit management, Tax compliance, Tax analysis, Tax reporting, Tax research, Tax planning, Tax audits, Tax investigations, Tax appeals, Tax litigation, Tax consulting, Tax accounting, Tax software, Tax preparation, Tax filing, Tax representation, Tax advisory, Tax services, Tax law, Tax regulations, Tax policies, Tax treaties, Tax conventions, Tax agreements, Tax avoidance, Tax evasion, Tax havens, Tax optimization, Tax minimization, Tax efficiency, Tax neutrality, Tax equity, Tax fairness, Tax justice, Tax reform, Tax policy, Fiscal policy, Public finance, Economics, Business administration, Management, Leadership, Communication, Teamwork, Problem solving, Critical thinking, Analytical skills, Attention to detail, Accuracy, Integrity, Ethics, Professionalism, Bachelor's degree, 3+ years of experience, US work authorization, Relocation to Madison WI, COVID19 vaccination",senior vat indirect tax analyst,epic,carbondale il
